"","claim","entity","name","X","year","dyad","claimdy","dispnum3","mid1","window5","window10","window20","claim1","outstanding.claim.5","outstanding.claim.10","outstanding.claim.20","X.1","loser","gainer","month","gaintype","procedur","contgain","area","pop","portion","losetype","contlose","entry","exit","number","indep","conflict","version","agreement","nonviolent.agreement","arbadj2","arbadj0","rivnumb","rivalry","totdisp","rivtyp2","rivtypold","scale","rivals","conttype","cap1","cap2","caprat","polity1","polity2","joint.dem","DispNum3","DispNum41","StAbb1","ccode1","StDay1","StMon1","StYear1","EndDay1","EndMon1","EndYear1","SideA1","RevState1","RevType11","RevType21","Fatality1","FataPre1","HiAct1","HostLev1","Orig1","DispNum42","StAbb2","ccode2","SideA2","RevState2","RevType12","RevType22","Fatality2","FataPre2","HiAct2","HostLev2","Orig2","region","chal","tgt","begclaim","endclaim","resolved","endviol","icowsal","icowsalc","salchal","saltgt","saltan","salint","salintc","salintt","midsiss","midsfat","warsiss","existing.claim","new.claim.1","new.claim.5","new.claim.10","new.claim.20","cname","match","partial"
"1",4,20,"St. Croix-St. John Rivers",6534,1842,2200,401,NA,0,1,1,1,1,1,1,1,16125,200,2,8,1,3,1,18130,NA,0,0,0,0,0,82,0,0,4.01,1,1,0,0,41,2200,8,"RIVALRY","ENDURING",NA,1,0,0.0493011,0.2976352,0.165642706239047,9,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,200,1816,1842,4,0,5,2,3,2,2,3,2,1,1,0,0,1,0,0,0,0,"St. Croix-St. John Rivers",1,1
"2",4,2,"St. Croix-St. John Rivers",579,1818,2200,401,NA,0,0,0,0,1,1,1,1,16099,2,200,10,0,3,0,41600,NA,0,1,1,0,0,32,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.3292484,0.0361265,9.1137641343612,-2,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,200,1816,1842,4,0,5,2,3,2,2,3,2,1,1,0,0,1,0,0,0,0,"St. Croix-St. John Rivers",1,1
"3",4,2,"St. Croix-St. John Rivers",6535,1842,2200,401,NA,0,1,1,1,1,1,1,1,16124,2,200,8,0,3,0,12950,NA,0,1,1,0,0,83,0,0,4.01,1,1,0,0,41,2200,8,"RIVALRY","ENDURING",NA,1,0,0.2976352,0.0493011,6.0370904503145,3,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,200,1816,1842,4,0,5,2,3,2,2,3,2,1,1,0,0,1,0,0,0,0,"St. Croix-St. John Rivers",1,1
"4",4,20,"St. Croix-St. John Rivers",580,1818,2200,401,NA,0,0,0,0,1,1,1,1,16100,200,2,10,1,3,1,84240,NA,0,0,0,0,0,30,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0361265,0.3292484,0.109724147482569,9,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,200,1816,1842,4,0,5,2,3,2,2,3,2,1,1,0,0,1,0,0,0,0,"St. Croix-St. John Rivers",1,1
"5",8,20,"San Juan Islands",13979,1872,2200,804,NA,0,0,1,1,1,1,1,1,16156,200,2,10,1,3,1,NA,NA,0,0,0,0,0,212,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1152826,0.2377545,0.484880832960049,10,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,200,1846,1872,12,0,7,2,4,3,4,3,2,1,0,0,0,1,0,0,0,0,"Oregon Country",0,0
"6",8,20,"Oregon Country",7527,1846,2200,801,373,0,0,0,0,1,1,1,1,16129,200,2,6,1,3,1,739652,13323,0,0,0,0,0,96,0,0,4.01,1,1,0,0,41,2200,8,"RIVALRY","ENDURING",NA,1,0,0.0827573,0.3028882,0.27322721717122,10,3,0,373,NA,"UKG",200,NA,1,1846,8,6,1846,1,1,1,NA,0,0,7,3,1,NA,"USA",2,0,1,1,NA,0,0,0,1,1,1,2,200,1816,1846,4,0,7,2,4,3,4,3,2,1,1,0,0,1,0,0,0,0,"Oregon Country",1,1
"7",8,2,"Oregon Country",7528,1846,2200,801,373,0,0,0,0,1,1,1,1,16130,2,200,6,0,3,0,429536,89000,0,1,1,0,0,97,0,0,4.01,1,1,0,0,41,2200,8,"RIVALRY","ENDURING",NA,1,0,0.3028882,0.0827573,3.65995749015495,3,10,0,373,NA,"UKG",200,NA,1,1846,8,6,1846,1,1,1,NA,0,0,7,3,1,NA,"USA",2,0,1,1,NA,0,0,0,1,1,1,2,200,1816,1846,4,0,7,2,4,3,4,3,2,1,1,0,0,1,0,0,0,0,"Oregon Country",1,1
"8",8,40,"Oregon Country",846,1819,2230,802,NA,0,0,0,0,1,1,1,1,19637,230,2,2,1,3,1,186488,54477,0,0,0,0,0,36,0,0,4.01,1,1,0,0,49,2230,8,"RIVALRY","PROTO",NA,1,0,0.0371333,0.0427772,0.868062893317001,9,-9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,230,1816,1821,4,0,4,1,3,1,2,1,2,0,0,0,0,1,0,0,0,0,"Oregon Country",1,1
"9",10,3,"Alaska",12768,1867,2365,1002,NA,0,0,0,0,0,0,0,0,21844,365,2,10,0,3,0,1518775,54000,1,1,1,0,0,178,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.1141338,0.0761105,1.49958021560757,8,-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,365,1822,1867,4,0,7,2,3,4,6,2,0,1,0,0,0,1,0,0,0,0,"Alaska",1,1
"10",10,20,"Alaska",21685,1903,2200,1003,3301,0,0,0,0,0,0,0,0,16187,200,2,10,1,3,1,1,NA,0,0,0,0,0,399,0,0,4.01,1,1,0,0,43,2200,3,"RIVALRY","PROTO",NA,1,0,0.2105013,0.1429793,1.47225017887205,10,8,1,3301,NA,"USA",2,1,10,1903,20,10,1903,1,1,1,NA,0,0,1,2,1,NA,"UKG",200,0,1,1,NA,0,0,0,1,1,1,200,2,1872,1903,4,0,7,2,3,4,6,1,0,1,2,0,0,1,0,0,0,0,"Alaska",1,1
"11",16,70,"Texas",8084,1848,270,1602,NA,0,0,0,0,1,1,1,1,28099,70,2,2,1,3,1,1370153,295574,0,1,1,0,0,103,0,1,4.01,1,0,0,0,13,2070,17,"RIVALRY","ENDURING",NA,1,0,0.0871742,0.0086817,10.041144015573,10,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,70,1831,1848,4,1,10,3,5,5,6,5,2,2,2,1,1,1,0,0,0,0,"Texas",1,1
"12",18,70,"Mesilla Valley",9324,1853,270,1801,NA,0,0,0,0,1,1,1,1,28104,70,2,12,1,3,1,76768,96000,0,1,1,0,0,116,0,0,4.01,1,1,0,0,13,2070,17,"RIVALRY","ENDURING",NA,1,0,0.0787437,0.0085897,9.16722353516421,9,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,70,1850,1854,4,0,3,1,1,2,0,4,1,2,1,0,0,1,0,0,0,0,"Mesilla Valley",1,1
"13",22,2,"Rio Grande Bancos",36654,1963,270,2201,NA,0,0,0,0,1,1,1,1,28214,2,70,7,1,3,1,2,100,0,1,1,0,0,726,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0076685,0.2079665,0.0368737272589576,-6,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,70,2,1884,1972,4,0,4,1,2,2,0,4,2,2,0,0,0,1,0,0,0,0,"Rio Grande Bancos",1,1
"14",40,6,"Cuba",20458,1898,2230,4001,1557,0,0,0,0,0,0,0,0,19719,230,2,12,0,3,0,8860,953243,1,0,0,0,0,369,0,1,4.01,1,0,0,0,10050,2230,13,"RIVALRY","ENDURING",NA,1,0,0.1970619,0.0170124,11.5834273823799,10,4,0,1557,NA,"USA",2,3,1,1898,12,8,1898,1,1,1,NA,6,NA,20,5,1,NA,"SPN",230,0,0,0,NA,6,NA,20,5,1,1,2,230,1848,1898,4,1,8,3,4,4,6,3,1,1,1,1,1,1,0,0,0,0,"Cuba",1,1
"15",40,985,"Cuba",20457,1898,2230,4001,1557,0,0,0,0,0,0,0,0,19717,230,2,12,0,3,0,541,9000,1,0,0,0,0,367,0,1,4.01,1,0,0,0,10050,2230,13,"RIVALRY","ENDURING",NA,1,0,0.1970619,0.0170124,11.5834273823799,10,4,0,1557,NA,"USA",2,3,1,1898,12,8,1898,1,1,1,NA,6,NA,20,5,1,NA,"SPN",230,0,0,0,NA,6,NA,20,5,1,1,2,230,1848,1898,4,1,8,3,4,4,6,3,1,1,1,1,1,1,0,0,0,0,"Cuba",1,1
"16",40,840,"Cuba",20456,1898,2230,4001,1557,0,0,0,0,0,0,0,0,19718,230,2,12,0,3,0,299404,7000000,1,0,0,0,0,368,0,1,4.01,1,0,0,0,10050,2230,13,"RIVALRY","ENDURING",NA,1,0,0.1970619,0.0170124,11.5834273823799,10,4,0,1557,NA,"USA",2,3,1,1898,12,8,1898,1,1,1,NA,6,NA,20,5,1,NA,"SPN",230,0,0,0,NA,6,NA,20,5,1,1,2,230,1848,1898,4,1,8,3,4,4,6,3,1,1,1,1,1,1,0,0,0,0,"Cuba",1,1
"17",40,40,"Cuba",20455,1898,2230,4001,1557,0,0,0,0,0,0,0,0,19716,230,2,12,0,3,1,114525,1572797,1,0,0,0,0,370,0,1,4.01,1,0,0,0,10050,2230,13,"RIVALRY","ENDURING",NA,1,0,0.1970619,0.0170124,11.5834273823799,10,4,0,1557,NA,"USA",2,3,1,1898,12,8,1898,1,1,1,NA,6,NA,20,5,1,NA,"SPN",230,0,0,0,NA,6,NA,20,5,1,1,2,230,1848,1898,4,1,8,3,4,4,6,3,1,1,1,1,1,1,0,0,0,0,"Cuba",1,1
"18",52,5,"Virgin Islands",25196,1917,2390,5201,NA,0,0,0,0,0,0,0,0,22090,390,2,12,0,3,0,342,26051,1,0,0,0,0,462,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.2440332,0.0016844,144.878413678461,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,390,1865,1917,4,0,5,2,2,3,4,2,0,1,0,0,0,1,0,0,0,0,"Virgin Islands",1,1
"19",56,93,"Quita Sueno-Roncador-Serrana",24986,1916,293,5602,NA,0,0,0,0,1,1,1,1,29541,93,2,6,0,3,0,10,NA,0,1,1,0,0,459,0,0,4.01,1,1,0,0,10022,2093,3,"RIVALRY","PROTO",1,1,0,0.232941,0.0001113,2092.91105121294,10,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,93,2,1900,1928,1,0,4,1,2,2,2,3,1,1,0,0,0,1,0,0,0,0,"Quita Sueno-Roncador-Serrana",1,1
"20",60,960,"Clipperton Island",29050,1932,70220,6001,NA,0,0,0,0,1,1,1,1,45650,70,220,NA,0,3,0,5,0,0,1,0,0,0,560,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0689378,0.0061992,11.1204348948251,10,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,70,220,1897,1934,12,0,4,1,2,2,2,1,1,1,0,0,0,1,0,0,0,0,"Clipperton Island",1,1
"21",60,960,"Clipperton Island",20337,1897,70220,6001,NA,0,0,0,0,1,1,1,1,45615,220,70,NA,1,1,0,5,0,0,0,0,0,0,360,0,0,4.01,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0049481,0.0869356,0.0569168441927128,-9,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,70,220,1897,1934,12,0,4,1,2,2,2,1,1,1,0,0,0,0,1,1,1,1,"Clipperton Island",1,1
"22",80,93,"Teotecacinte",36011,1960,9193,8002,NA,0,0,0,0,1,1,1,1,48232,93,91,11,1,3,1,20720,NA,0,1,1,0,0,688,0,0,4.01,1,1,0,0,10220,91093,22,"RIVALRY","ENDURING",NA,1,0,0.0001976,0.0002055,0.961557177615572,-1,-8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,93,91,1912,1961,12,0,8,3,4,4,4,4,2,2,2,0,0,1,0,0,0,0,"Teotecacinte",1,1
"23",82,91,"Swan Islands",38898,1972,291,8201,NA,0,0,0,0,0,0,0,0,29401,2,91,NA,1,3,1,3,NA,0,0,0,0,0,777,0,0,4.01,1,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0.0003302,0.1632864,0.00202221372998609,-1,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,91,2,1921,1972,4,0,4,1,2,2,2,3,1,1,0,0,0,1,0,0,0,0,"Swan Islands",1,1
"24",84,93,"Mangles (Corn) Islands",38649,1971,293,8402,NA,0,0,0,0,0,0,0,0,29596,2,93,4,0,3,1,6,2116,0,0,0,0,0,765,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0002635,0.1688821,0.00156026008677059,-8,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,93,2,1965,1971,4,0,5,2,3,2,2,3,2,1,0,0,0,1,0,0,0,0,"Mangles (Corn) Islands",1,1
"25",86,95,"Rio Sixaola y Rio Coto",26333,1921,9495,8601,158,0,0,0,0,1,1,1,1,48585,95,94,8,1,2,1,1,100,0,1,1,0,0,528,0,0,4.01,0,0,0,0,246,94095,1,"ISOLATED","ISOLATED",NA,0,0,8.51e-05,7.05e-05,1.20709219858156,10,-3,0,158,NA,"COS",94,21,2,1921,9,9,1921,1,1,1,NA,NA,NA,17,4,1,NA,"PAN",95,0,1,1,NA,NA,NA,17,4,1,1,94,95,1920,1941,4,0,6,2,3,3,2,4,2,2,1,1,0,1,0,0,0,0,"Rio Sixaola y Rio Coto",1,1
"26",90,96,"Canal Zone",40390,1978,295,9003,NA,0,0,0,0,1,1,1,1,29799,2,95,4,1,3,1,1676,41800,1,0,0,0,0,812,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0.0002793,0.1381623,0.00202153554189529,-6,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,95,2,1923,1979,4,0,8,3,4,4,4,4,2,2,0,0,0,1,0,0,0,0,"Canal Zone",1,1
"27",100,101,"Goajira-Guainia",26334,1922,100101,10001,NA,0,0,0,0,0,0,0,0,107,101,100,3,1,3,1,1,100,0,1,1,0,0,536,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0012856,0.0007665,1.67723418134377,-5,-9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,100,1841,1922,12,0,8,3,4,4,4,4,2,2,1,1,0,1,0,0,0,0,"Goajira-Guainia",1,1
"28",106,135,"Leticia",29316,1934,100135,10602,1141,0,0,0,0,1,1,1,1,511,135,100,12,1,3,1,113882,40000,0,1,1,0,0,565,0,0,4.01,1,1,0,0,10261,100135,7,"RIVALRY","ENDURING",NA,1,1,0.0020626,0.0013683,1.50741796389681,5,2,0,1141,NA,"PER",135,NA,2,1934,19,5,1934,1,1,1,NA,0,0,7,3,1,NA,"COL",100,0,0,0,NA,0,0,8,3,1,1,135,100,1932,1935,13,1,8,3,4,4,2,6,3,3,2,1,0,1,0,0,0,0,"Loreto",0,0
"29",108,100,"Apaporis",22602,1907,100140,10801,NA,0,0,0,0,1,1,1,1,680,100,140,4,1,3,1,162500,NA,0,1,1,0,0,419,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0108436,0.0013125,8.26179047619048,-3,-5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,140,100,1831,1928,13,0,6,2,3,3,2,4,2,2,0,0,0,1,0,0,0,0,"Apaporis",1,1
"30",112,101,"Essequibo",20613,1899,101200,11201,NA,0,0,0,0,1,1,1,1,1261,101,200,10,0,3,0,155400,NA,0,1,1,0,0,383,0,0,4.01,1,1,0,0,10278,101200,4,"RIVALRY","PROTO",NA,1,0,0.1686449,0.0006103,276.331148615435,7,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,200,1841,1899,13,0,6,2,3,3,4,3,1,1,2,0,0,1,0,0,0,0,"Essequibo",1,1
"31",112,110,"Essequibo",20612,1899,101200,11201,NA,0,0,0,0,1,1,1,1,1260,200,101,10,1,3,1,1,NA,0,0,0,0,0,380,0,0,4.01,1,1,0,0,10278,101200,4,"RIVALRY","PROTO",NA,1,0,0.0006103,0.1686449,0.00361884646378278,-3,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,200,1841,1899,13,0,6,2,3,3,4,3,1,1,2,0,0,1,0,0,0,0,"Essequibo",1,1
"32",116,101,"Amazonas",10676,1859,101140,11601,NA,0,0,0,0,1,1,1,1,1024,101,140,NA,1,3,1,156000,NA,0,1,1,0,0,134,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0087123,0.0014102,6.17805984966671,-6,-5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,140,1841,1928,4,0,6,2,3,3,4,2,1,1,0,0,0,1,0,0,0,0,"Amazonas",1,1
"33",120,452,"Corentyn/New River Triangle",13668,1871,200210,12001,NA,0,0,0,0,1,1,1,1,3785,210,200,2,0,3,0,27534,120000,0,0,0,0,0,204,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,4,0.2415633,0.0074524,32.4141618807364,3,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,210,200,1816,1966,5,0,6,2,3,3,4,2,1,1,0,0,0,1,0,0,0,0,"Corentyn/New River Triangle",1,1
"34",120,850,"Corentyn/New River Triangle",2006,1824,200210,12001,NA,0,0,0,0,1,1,1,1,3738,200,210,3,0,3,0,25089,93875,0,0,0,0,0,49,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,4,0.0388481,0.3299588,0.117736214339487,-6,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,210,200,1816,1966,5,0,6,2,3,3,4,2,1,1,0,0,0,1,0,0,0,0,"Corentyn/New River Triangle",1,1
"35",120,827,"Corentyn/New River Triangle",2005,1824,200210,12001,NA,0,0,0,0,1,1,1,1,3737,210,200,3,0,3,0,1658,77756,0,0,0,0,0,48,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,4,0.3299588,0.0388481,8.49356339177463,-2,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,210,200,1816,1966,5,0,6,2,3,3,4,2,1,1,0,0,0,1,0,0,0,0,"Corentyn/New River Triangle",1,1
"36",130,130,"Oriente-Mainas",31305,1942,130135,13001,2124,1,1,1,1,1,1,1,1,1500,130,135,1,1,3,1,190807,31000,0,1,1,0,0,589,0,1,4.01,1,0,0,0,294,130135,21,"RIVALRY","ENDURING",1,1,1,0.0014577,0.0007325,1.99003412969283,2,-1,0,2124,NA,"PER",135,11,2,1942,11,8,1942,1,1,1,NA,0,0,14,4,1,NA,"ECU",130,0,0,0,NA,0,0,0,1,1,1,130,135,1854,1945,7,1,10,3,5,5,6,4,2,2,16,6,0,1,0,0,0,0,"Oriente-Mainas",1,1
"37",132,130,"Amazonas-Caqueta",21859,1904,130140,13201,NA,0,0,0,0,1,1,1,1,1658,130,140,5,1,3,1,67600,NA,0,1,1,0,0,406,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0101368,0.0003789,26.7532330430193,-3,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,130,140,1854,1904,4,0,4,1,2,2,2,2,1,1,0,0,0,1,0,0,0,0,"Amazonas-Caqueta",1,1
"38",136,145,"Acre",22610,1907,140145,13603,NA,0,0,0,0,1,1,1,1,2250,145,140,NA,1,3,1,65000,NA,0,1,1,0,0,420,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0108436,0.0004646,23.3396470081791,-3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,140,145,1848,1909,4,1,8,3,4,4,4,4,2,2,1,0,0,1,0,0,0,0,"Acre",1,1
"39",136,145,"Acre",21614,1903,140145,13603,NA,0,0,0,0,1,1,1,1,2246,145,140,11,1,3,1,191000,70000,0,1,1,0,0,402,0,0,4.01,1,1,0,0,309,140145,1,"ISOLATED","ISOLATED",NA,0,1,0.0099407,0.0004546,21.8669159700836,-3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,140,145,1848,1909,4,1,8,3,4,4,4,4,2,2,1,0,0,1,0,0,0,0,"Acre",1,1
"40",136,140,"Acre",21613,1903,140145,13603,NA,0,0,0,0,1,1,1,1,2245,140,145,NA,1,3,1,3108,NA,0,1,1,0,0,403,0,0,4.01,1,1,0,0,309,140145,1,"ISOLATED","ISOLATED",NA,0,1,0.0004546,0.0099407,0.0457311859325802,2,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,140,145,1848,1909,4,1,8,3,4,4,4,4,2,2,1,0,0,1,0,0,0,0,"Acre",1,1
"41",136,145,"Acre",12668,1867,140145,13603,NA,0,0,0,0,1,1,1,1,2209,145,140,NA,1,3,1,162500,NA,0,1,1,0,0,179,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0137314,0.0004191,32.7640181340969,-6,-7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,140,145,1848,1909,4,1,8,3,4,4,4,4,2,2,1,0,0,1,0,0,0,0,"Acre",1,1
"42",136,145,"Acre",23105,1909,135145,13602,NA,1,1,1,1,1,1,1,1,1859,145,135,NA,1,3,1,26000,NA,0,1,1,0,0,426,0,0,4.01,1,1,0,0,301,135145,2,"ISOLATED","ISOLATED",NA,0,1,0.0011678,0.0004233,2.75879990550437,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,135,145,1848,1912,4,0,8,3,4,4,4,4,2,2,3,1,0,1,0,0,0,0,"Acre",1,1
"43",144,150,"Rio Paraguay Border",19621,1895,140150,14402,NA,0,0,0,0,1,1,1,1,2434,150,140,NA,1,3,1,13000,NA,0,1,1,0,0,351,0,0,4.01,1,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0.0090185,0.0001569,57.4792861695347,-3,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,150,140,1876,1929,4,0,4,1,2,2,0,4,2,2,1,1,0,1,0,0,0,0,"Apa",0,0
"44",144,150,"Apa",13413,1870,140150,14401,NA,0,0,0,0,0,0,1,1,2409,150,140,6,1,3,1,65000,NA,0,1,1,0,0,200,0,1,4.01,1,0,0,0,311,140150,5,"RIVALRY","PROTO",NA,1,1,0.009417,0.0002075,45.3831325301205,-6,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,150,140,1846,1870,4,1,8,3,4,4,4,4,2,2,5,1,1,1,0,0,0,0,"Apa",1,1
"45",152,145,"Chaco Boreal",29576,1935,145150,15201,1211,1,1,1,1,1,1,1,1,2866,145,150,10,1,1,1,233100,35000,0,1,1,0,0,568,0,0,4.01,0,0,1,1,10333,145150,19,"RIVALRY","ENDURING",NA,1,1,0.0006086,0.0018463,0.329632237447869,-3,2,0,1211,NA,"BOL",145,21,8,1935,NA,10,1935,1,1,1,NA,0,0,12,3,1,NA,"PAR",150,0,0,0,NA,0,0,10,3,1,1,145,150,1878,1938,13,1,10,3,5,5,6,4,2,2,19,5,1,1,0,0,0,0,"Chaco Boreal",1,1
