"","gainer","loser","year","pop","month","gaintype","procedur","entity","contgain","area","portion","losetype","contlose","entry","exit","number","indep","conflict","version","agreement","nonviolentagreement","year2","arbadj2","cap_1","cap_2","majpow1","majpow2","contig","colcont","colony1","colony2","cwongo","cwongonm","cwinit","cwinitnm","cwdynm","cwhost1","cwhost2","cwkeynum","cwrevis1","cwrevis2","cwrevt11","cwrevt21","cwrevt12","cwrevt22","cwfatal1","cwfatex1","cwfatal2","cwfatex2","cwhiact1","cwhiact2","cwoutcm","cwsettle","ter","claim","dyadnum","name","begclaim","resolved","endviol","homec","homet","offshore","contc","contt","entirecl","resource","stratloc","idenc","ident","histc","histt","dyad","panel","window5","window10","window20","outstanding.claim5","outstanding.claim10","outstanding.claim20"
"94393",305,345,1920,392431,10,1,3,345,1,5055,0,1,1,0,0,505,0,0,4.01,1,1,20,0,0.005956,0.005645,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305345,1538,1,1,1,0,0,0
"94936",310,305,1921,39525,12,1,3,305,1,225,0,1,1,0,0,531,0,0,4.01,1,1,21,0,0.006564,0.004681,0,0,1,6,0,0,0,0,0,0,0,4,4,1233,0,1,0,NA,1,NA,NA,NA,NA,NA,17,17,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310305,1548,1,1,1,0,0,0
"95021",310,315,1938,1027450,11,1,3,317,1,11826,0,1,1,0,0,576,0,0,4.01,1,1,38,0,0.013048,0.004694,0,0,1,6,0,0,0,0,0,0,0,4,4,1246,0,1,0,NA,1,NA,NA,NA,NA,NA,17,17,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310315,1549,1,1,1,0,0,0
"95022",310,315,1939,522124,3,1,1,315,1,11094,0,1,1,0,0,579,0,0,4.01,0,0,39,0,0.012164,0.004284,0,0,1,6,0,0,0,0,0,0,0,1,4,3364,0,1,0,NA,1,NA,NA,NA,NA,NA,0,14,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310315,1549,0,0,0,0,0,0
"95809",315,290,1920,113500,7,1,3,290,1,528,0,1,1,0,0,506,0,0,4.01,1,1,20,0,0.027165,0.010699,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315290,1566,0,0,1,0,0,0
"95937",315,310,1920,2940374,6,1,3,310,1,53320,0,1,1,0,0,507,0,1,4.01,1,0,20,0,0.003983,0.010699,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315310,1569,0,0,1,0,0,0
"95957",315,310,1945,1000000,4,1,3,315,1,22922,0,1,1,NA,0,594,0,1,4.01,1,0,45,0,0.003606,0.006865,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315310,1569,0,0,0,0,0,0
"95959",315,310,1947,NA,2,1,3,310,1,1,0,1,1,0,0,614,0,1,4.01,1,0,47,0,0.003702,0.012044,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,4,"Southern Slovakia (limited)",1946,3,0,1,1,0,1,1,0,0,0,1,1,1,1,315310,1569,0,0,0,1,1,1
"96005",315,317,1945,2450096,4,1,2,317,1,38456,1,1,NA,NA,0,595,0,0,4.01,0,0,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315317,1570,0,0,0,0,0,0
"96274",316,317,1997,31,6,1,3,317,1,4.52,0,1,1,0,0,869,0,0,4.01,1,1,97,0,0.001779,0.003218,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316317,1583,0,0,0,0,0,0
"96426",317,316,1997,120,6,1,3,316,1,4.52,0,1,1,0,0,870,0,0,4.01,1,1,97,0,0.003218,0.001779,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317316,1594,0,0,0,0,0,0
"96490",325,1,1949,1086000,4,0,6,520,0,461541,1,NA,NA,0,0,638,0,0,4.01,0,0,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3251,1599,0,0,0,0,0,0
"96491",325,1,1954,297000,10,1,3,326,1,223,0,NA,NA,0,0,658,0,0,4.01,1,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3251,1599,0,0,0,0,0,0
"98086",325,200,1892,NA,NA,0,3,520,0,10000,0,0,0,0,0,337,0,0,4.01,1,1,92,0,0.172999,0.034046,1,1,6,1,521,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325200,1622,0,0,1,0,0,0
"98118",325,200,1924,12000,7,0,3,501,0,85470,0,0,0,0,0,545,0,0,4.01,1,1,24,0,0.107154,0.034937,1,1,6,1,625,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325200,1622,1,1,1,0,0,0
"98511",325,220,1919,NA,9,0,3,616,1,1,0,0,0,0,0,488,0,0,4.01,1,1,19,0,0.061322,0.04499,1,1,1,1,436,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325220,1627,0,1,1,0,0,0
"98526",325,220,1934,NA,NA,0,3,625,0,1,0,0,0,0,0,566,0,0,4.01,1,1,34,0,0.057532,0.035119,1,1,1,1,436,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325220,1627,1,1,1,0,0,0
"98527",325,220,1935,NA,1,0,3,522,0,800,0,0,0,0,0,570,0,0,4.01,1,1,35,0,0.051832,0.051195,1,1,1,1,436,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325220,1627,1,1,1,0,0,0
"99242",325,300,1859,3009505,11,1,3,300,1,21595,0,1,1,0,0,137,0,1,4.01,1,0,59,0,0.082245,0.014791,1,0,1,6,0,0,0,0,1,115,11501,5,5,115,0,1,0,NA,1,NA,6,NA,6,NA,20,20,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325300,1641,0,1,1,0,0,0
"99249",325,300,1866,2458989,7,1,3,300,1,25145,0,1,1,0,0,176,0,1,4.01,1,0,66,0,0.057255,0.050007,1,1,1,6,0,0,0,0,0,0,0,5,5,261,0,0,0,NA,0,NA,6,NA,2,NA,20,20,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325300,1641,0,0,1,0,0,0
"99302",325,305,1919,1178786,9,1,3,305,1,18941,0,1,1,0,0,490,0,1,4.01,1,0,19,0,0.00656,0.04499,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325305,1642,1,1,1,0,0,0
"99419",325,327,1870,723161,10,1,5,327,1,11790,1,1,NA,0,0,203,0,0,4.01,0,0,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325327,1645,0,0,0,0,0,0
"99463",325,339,1914,NA,10,1,1,339,1,5,0,1,1,0,0,453,0,0,4.01,0,0,14,0,0.000184,0.025677,0,1,4,6,0,0,0,0,0,0,0,1,4,394,0,1,0,NA,4,NA,NA,NA,NA,NA,0,14,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325339,1651,1,1,1,0,0,0
"99488",325,339,1939,1003124,4,1,1,339,1,28748,1,1,NA,0,0,581,0,1,4.01,0,0,39,0,0.000298,0.02703,0,1,4,6,0,0,0,0,0,0,0,1,4,108,0,1,0,NA,1,NA,NA,NA,1,NA,0,14,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325339,1651,0,0,0,0,0,0
"99531",325,345,1920,404309,11,1,3,326,1,5271,0,1,1,0,0,508,0,0,4.01,1,1,20,0,0.005956,0.035323,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325345,1652,1,1,1,0,0,0
"99535",325,345,1924,49806,1,1,3,345,1,17,0,1,1,0,0,544,0,0,4.01,1,1,24,0,0.007573,0.034937,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325345,1652,1,1,1,0,0,0
"100312",325,511,1889,400000,8,0,1,520,0,259000,0,1,0,0,0,322,0,1,4.01,0,0,89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325511,1666,0,0,0,0,0,0
"100351",325,530,1936,7000000,5,0,1,530,0,906499,1,1,NA,0,0,571,0,1,4.01,0,0,36,0,0.013747,0.039338,0,1,6,6,0,0,1,111,0,0,0,5,5,111,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325530,1667,1,1,1,0,0,0
"100591",325,640,1912,100198,5,0,1,3353,0,2681,0,1,0,0,0,439,0,1,4.01,0,0,12,0,0.015828,0.039262,0,1,4,2,0,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325640,1672,1,1,1,0,0,0
"100659",325,651,1925,NA,12,0,3,651,0,400,0,1,1,0,0,548,0,0,4.01,1,1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325651,1674,1,1,1,0,0,0
"102365",337,336,1847,168198,10,1,2,336,1,1127,1,1,NA,0,0,102,0,0,4.01,0,0,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337336,1733,0,0,0,0,0,0
"103015",339,325,1947,NA,2,1,3,339,1,5,0,1,1,0,0,615,0,1,4.01,1,0,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339325,1747,0,0,0,0,0,0
"103111",339,350,1914,NA,4,1,3,350,1,1,0,1,1,0,0,454,0,0,4.01,1,1,14,1,0.002213,0.000184,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,2,"Northern Epirus",1914,3,0,1,1,0,1,1,0,0,0,1,1,0,1,339350,1750,0,0,0,0,0,0
"103726",345,1,1954,62725,10,1,3,326,1,516,0,NA,NA,0,0,659,0,0,4.01,1,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3451,1784,0,0,0,0,0,0
"104211",345,305,1919,1931802,9,1,3,300,1,53636,0,1,1,0,0,492,0,1,4.01,1,0,19,0,0.00656,0.005787,0,0,1,6,0,0,0,0,0,0,0,4,4,3599,0,1,0,NA,1,NA,NA,NA,NA,NA,17,14,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345305,1790,1,1,1,0,0,0
"104270",345,310,1920,4095258,6,1,3,310,1,71540,0,1,1,0,0,510,0,1,4.01,1,0,20,0,0.003983,0.005956,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345310,1791,1,1,1,0,0,0
"104393",345,325,1920,1000,11,1,3,326,1,1,0,1,1,0,0,509,0,0,4.01,1,1,20,0,0.035323,0.005956,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345325,1792,1,1,1,0,0,0
"104397",345,325,1924,NA,1,1,3,325,1,1,0,1,1,0,0,546,0,0,4.01,1,1,24,0,0.034937,0.007573,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345325,1792,1,1,1,0,0,0
"104418",345,325,1947,NA,2,1,3,325,1,3600,0,1,1,0,0,616,0,1,4.01,1,0,47,0,0.018208,0.00589,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345325,1792,0,1,1,0,0,0
"104664",345,355,1913,1000000,8,1,3,355,1,27625,0,1,1,0,0,442,0,1,4.01,1,0,13,0,0.015734,0.001776,0,0,1,6,0,0,0,0,1,1251,125101,5,5,1251,0,1,0,NA,1,NA,6,NA,6,NA,20,20,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345355,1798,1,1,1,0,0,0
"104670",345,355,1919,112500,11,1,3,355,1,2500,0,1,1,0,0,491,0,1,4.01,1,0,19,0,0.001273,0.005787,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345355,1798,1,1,1,0,0,0
"105000",345,640,1878,222732,7,1,3,640,1,11097,0,1,1,0,0,239,0,1,4.01,1,0,78,0,0.026685,0.000771,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345640,1801,0,0,0,0,0,0
"105035",345,640,1913,NA,5,1,3,640,1,7020,0,1,1,0,0,443,0,1,4.01,1,0,13,0,0.017579,0.001776,0,0,1,6,0,0,1,1250,0,0,0,5,5,1250,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345640,1801,0,0,0,0,0,0
"105310",348,640,1878,100000,7,1,3,640,1,4610,0,1,1,0,0,241,0,1,4.01,1,0,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348640,1820,0,0,0,0,0,0
"105311",348,640,1880,NA,11,1,3,640,1,520,0,1,1,0,0,251,0,0,4.01,1,1,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348640,1820,0,0,0,0,0,0
"105312",348,640,1913,NA,5,1,3,640,1,5200,0,1,1,0,0,444,0,1,4.01,1,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348640,1820,0,0,0,0,0,0
"105621",350,200,1864,234123,6,1,3,349,1,2608,1,0,0,0,0,166,0,0,4.01,1,1,64,0,0.243395,0.000835,1,0,6,5,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350200,1833,0,0,0,0,0,0
"105670",350,200,1913,342151,12,1,2,351,1,8715,1,0,NA,0,0,447,0,0,4.01,0,0,13,0,0.112749,0.007342,1,0,6,5,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350200,1833,1,1,1,0,0,0
"106242",350,325,1947,115343,2,1,3,3353,1,2681,0,1,0,0,0,617,0,1,4.01,1,0,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350325,1837,0,0,0,0,0,0
"106416",350,355,1913,1703000,8,1,3,355,1,19110,0,1,1,0,0,445,0,1,4.01,1,0,13,0,0.015734,0.007342,0,0,1,6,0,0,0,0,0,0,0,5,5,1251,0,1,0,NA,1,NA,6,NA,6,NA,20,20,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350355,1841,1,1,1,0,0,0
"106422",350,355,1919,320000,11,1,3,355,1,6400,0,1,1,0,0,493,0,1,4.01,1,0,19,0,0.001273,0.002784,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350355,1841,0,1,1,0,0,0
"106732",350,640,1881,293000,7,1,3,640,1,13364,0,1,1,0,0,258,0,0,4.01,1,1,81,0,0.022399,0.004118,0,0,1,6,0,0,1,141,0,0,0,3,3,141,0,1,0,NA,2,NA,0,0,0,0,8,10,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350640,1843,1,1,1,0,0,0
"106764",350,640,1913,1500000,5,1,3,640,1,24354,0,1,1,0,0,448,0,1,4.01,1,0,13,0,0.017579,0.007342,0,0,1,6,0,0,1,1250,0,0,0,5,5,1250,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350640,1843,1,1,1,0,0,0
"107903",355,360,1940,NA,6,1,3,360,1,7421,0,1,1,0,0,584,0,0,4.01,1,1,40,0,0.011827,0.002373,0,0,1,6,0,0,0,0,0,0,0,1,3,3858,0,1,0,NA,2,NA,0,0,0,0,0,11,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355360,1864,0,0,0,0,0,0
"108068",355,640,1913,NA,5,1,3,640,1,68250,0,1,1,0,0,449,0,1,4.01,1,0,13,0,0.017579,0.015734,0,0,1,6,0,0,1,1250,0,0,0,5,5,1250,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,1,360,2,"Eastern Thrace",1913,3,1,1,1,0,1,1,0,0,1,1,1,1,1,355640,1866,1,1,1,1,1,1
"108382",359,369,1998,0,8,1,3,369,1,1,0,1,1,0,0,874,0,0,4.01,1,1,98,0,0.0146,0.000483,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359369,1875,0,0,0,0,0,0
"108935",360,310,1920,5200000,6,1,3,310,1,108289,0,1,1,0,0,512,0,1,4.01,1,0,20,0,0.003983,0.008185,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360310,1884,1,1,1,0,0,0
"109234",360,355,1913,286000,5,1,3,355,1,6959,0,1,1,0,0,450,0,1,4.01,1,0,13,0,0.015734,0.00534,0,0,1,6,0,0,0,0,0,0,0,5,5,1251,0,1,0,NA,1,NA,6,NA,6,NA,20,20,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360355,1888,1,1,1,0,0,0
"109378",360,365,1920,2686600,3,1,3,360,1,45632,0,1,1,0,0,511,0,1,4.01,1,0,20,0,0.103201,0.008185,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360365,1890,0,0,1,0,0,0
"109479",360,640,1878,357000,7,1,3,640,1,15372,0,1,1,0,0,243,0,1,4.01,1,0,78,0,0.026685,0.003899,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360640,1892,0,0,0,0,0,0
"114903",365,255,1945,NA,4,1,3,255,1,13000,0,1,1,0,0,597,0,1,4.01,1,0,45,0,0.079877,0.118207,1,1,6,6,0,0,1,258,0,0,0,5,5,258,1,0,1,NA,0,NA,6,NA,4,NA,20,20,1,2,1,378,1,"Western Soviet Union",1940,7,1,1,1,0,1,1,0,1,1,0,1,0,1,365255,1944,0,1,1,1,1,1
"115309",365,290,1945,NA,2,1,3,290,1,179460,0,1,1,0,0,598,0,0,4.01,1,1,45,0,0.00978,0.118207,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365290,1953,0,0,1,0,0,0
"115315",365,290,1951,7000,5,1,3,290,1,240,0,1,1,0,0,651,0,0,4.01,1,1,51,0,0.014259,0.173163,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365290,1953,1,1,1,0,0,0
"115652",365,315,1945,NA,6,1,3,315,1,7000,0,1,1,0,0,599,0,0,4.01,1,1,45,0,0.006865,0.118207,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365315,1957,0,0,0,0,0,0
"116774",365,360,1878,127000,7,1,3,360,1,9274,0,1,1,0,0,245,0,0,4.01,1,1,78,0,0.003899,0.130701,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365360,1980,0,0,0,0,0,0
"116843",365,360,1947,3500000,2,1,1,360,1,49987,0,1,1,0,0,618,0,1,4.01,0,0,47,0,0.004871,0.145217,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365360,1980,0,0,0,0,0,0
"116936",365,366,1999,0,3,1,3,366,1,30,0,1,1,0,0,875,0,0,4.01,1,1,99,0,0.000217,0.049467,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365366,1981,0,0,0,0,0,0
